,off_pos,def_pos,time,period
43,1,0,09:41,1
42,1,0,09:20,1
41,0,1,08:47,1
40,1,0,08:37,1
39,0,1,08:21,1
38,1,0,07:48,1
37,0,1,07:21,1
36,1,0,07:14,1
35,0,1,06:53,1
34,1,0,06:45,1
33,0,1,06:43,1
32,1,0,06:23,1
31,1,0,06:21,1
30,0,1,06:04,1
29,1,0,05:54,1
28,1,0,05:52,1
27,0,1,05:29,1
26,1,0,05:20,1
25,0,1,05:18,1
24,0,1,05:09,1
23,1,0,04:56,1
22,0,1,04:38,1
21,1,0,04:31,1
20,0,1,04:03,1
19,1,0,03:44,1
18,0,1,03:35,1
17,1,0,03:14,1
16,1,0,03:09,1
15,1,0,02:53,1
14,0,1,02:47,1
13,1,0,02:26,1
12,1,0,02:20,1
11,1,0,02:16,1
10,0,1,02:02,1
9,1,0,01:54,1
8,1,0,01:48,1
7,1,0,01:42,1
6,0,1,01:34,1
5,1,0,01:25,1
4,0,1,01:12,1
3,1,0,00:59,1
2,0,1,00:33,1
1,1,0,00:03,1
0,1,0,00:02,1
85,0,1,09:33,2
84,1,0,09:20,2
83,1,0,09:05,2
82,0,1,09:03,2
81,1,0,08:40,2
80,0,1,08:22,2
79,0,1,08:04,2
78,1,0,07:52,2
77,0,1,07:25,2
76,1,0,07:14,2
75,0,1,06:47,2
74,1,0,06:33,2
73,0,1,06:19,2
72,1,0,06:11,2
71,1,0,05:52,2
70,0,1,05:40,2
69,1,0,05:21,2
68,0,1,05:04,2
67,1,0,04:59,2
66,1,0,04:58,2
65,0,1,04:42,2
64,1,0,04:32,2
63,0,1,04:18,2
62,1,0,03:59,2
61,0,1,03:39,2
60,1,0,03:25,2
59,1,0,03:10,2
58,0,1,03:03,2
57,1,0,02:55,2
56,0,1,02:49,2
55,1,0,02:33,2
54,0,1,02:27,2
53,0,1,02:21,2
52,1,0,02:02,2
51,0,1,01:55,2
50,1,0,01:37,2
49,0,1,01:18,2
48,1,0,01:12,2
47,1,0,01:02,2
46,1,0,00:46,2
45,0,1,00:11,2
44,1,0,00:00,2
127,1,0,09:47,3
126,0,1,09:33,3
125,1,0,09:07,3
124,0,1,08:46,3
123,1,0,08:42,3
122,0,1,08:30,3
121,1,0,08:12,3
120,1,0,08:10,3
119,0,1,08:07,3
118,1,0,08:04,3
117,0,1,07:37,3
116,1,0,07:11,3
115,0,1,06:55,3
114,1,0,06:22,3
113,1,0,06:14,3
112,1,0,05:51,3
111,1,0,05:27,3
110,1,0,05:06,3
109,1,0,05:04,3
108,1,0,04:41,3
107,0,1,04:37,3
106,1,0,04:27,3
105,0,1,04:15,3
104,1,0,04:04,3
103,0,1,03:47,3
102,1,0,03:37,3
101,0,1,03:09,3
100,1,0,03:06,3
99,0,1,02:43,3
98,1,0,02:27,3
97,0,1,02:02,3
96,1,0,01:52,3
95,1,0,01:28,3
94,1,0,01:19,3
93,1,0,01:17,3
92,0,1,01:10,3
91,1,0,00:56,3
90,1,0,00:53,3
89,1,0,00:49,3
88,0,1,00:39,3
87,1,0,00:17,3
86,0,1,00:01,3
166,0,1,09:54,4
165,1,0,09:50,4
164,0,1,09:49,4
163,1,0,09:10,4
162,0,1,08:46,4
161,1,0,08:40,4
160,0,1,08:13,4
159,1,0,07:47,4
158,0,1,07:33,4
157,1,0,07:08,4
156,0,1,06:49,4
155,1,0,06:43,4
154,1,0,06:22,4
153,0,1,06:09,4
152,1,0,05:53,4
151,0,1,05:35,4
150,1,0,05:22,4
149,0,1,04:56,4
148,0,1,04:39,4
147,1,0,04:30,4
146,0,1,04:04,4
145,1,0,03:59,4
144,0,1,03:58,4
143,1,0,03:39,4
142,0,1,03:03,4
141,1,0,02:45,4
140,0,1,02:36,4
139,1,0,02:25,4
138,1,0,02:20,4
137,0,1,01:46,4
136,1,0,01:28,4
135,0,1,01:11,4
134,1,0,00:59,4
133,1,0,00:58,4
132,0,1,00:45,4
131,1,0,00:34,4
130,1,0,00:28,4
129,1,0,00:24,4
128,0,1,00:09,4
