,off_pos,def_pos,time,period
39,1,0,09:38,1
38,0,1,09:26,1
37,1,0,09:00,1
36,0,1,08:38,1
35,1,0,08:29,1
34,1,0,08:12,1
33,1,0,08:00,1
32,0,1,07:46,1
31,1,0,07:29,1
30,0,1,06:57,1
29,1,0,06:49,1
28,1,0,06:47,1
27,1,0,06:46,1
26,1,0,06:44,1
25,0,1,06:23,1
24,1,0,06:17,1
23,1,0,06:11,1
22,1,0,06:02,1
21,0,1,05:28,1
20,1,0,05:21,1
19,0,1,04:51,1
18,1,0,04:40,1
17,1,0,04:21,1
16,0,1,04:13,1
15,1,0,04:03,1
14,0,1,03:34,1
13,1,0,03:29,1
12,1,0,03:23,1
11,0,1,02:52,1
10,1,0,02:47,1
9,0,1,02:29,1
8,1,0,02:23,1
7,1,0,02:20,1
6,0,1,02:04,1
5,1,0,02:00,1
4,1,0,01:58,1
3,0,1,01:20,1
2,1,0,01:00,1
1,0,1,00:24,1
0,1,0,00:07,1
71,1,0,09:42,2
70,0,1,09:20,2
69,1,0,09:05,2
68,0,1,08:40,2
67,1,0,08:33,2
66,1,0,08:16,2
65,1,0,08:04,2
64,1,0,07:47,2
63,0,1,07:35,2
62,1,0,07:22,2
61,1,0,07:06,2
60,1,0,07:04,2
59,0,1,06:43,2
58,1,0,06:33,2
57,0,1,06:12,2
56,1,0,05:59,2
55,1,0,05:47,2
54,0,1,05:29,2
53,1,0,05:23,2
52,0,1,05:07,2
51,1,0,04:46,2
50,1,0,03:51,2
49,0,1,02:42,2
48,1,0,02:29,2
47,0,1,02:08,2
46,1,0,02:00,2
45,1,0,01:27,2
44,1,0,01:15,2
43,1,0,00:54,2
42,1,0,00:29,2
41,1,0,00:06,2
40,0,1,00:01,2
112,0,1,09:48,3
111,1,0,09:23,3
110,1,0,09:10,3
109,0,1,08:58,3
108,1,0,08:44,3
107,0,1,08:30,3
106,1,0,08:22,3
105,0,1,07:58,3
104,1,0,07:48,3
103,0,1,07:26,3
102,1,0,07:12,3
101,0,1,06:59,3
100,1,0,06:51,3
99,0,1,06:31,3
98,1,0,06:24,3
97,1,0,06:00,3
96,0,1,05:28,3
95,1,0,05:20,3
94,0,1,04:53,3
93,1,0,04:39,3
92,0,1,04:04,3
91,0,1,03:53,3
90,1,0,03:38,3
89,0,1,03:25,3
88,1,0,03:08,3
87,0,1,02:30,3
86,1,0,02:08,3
85,0,1,01:56,3
84,1,0,01:47,3
83,0,1,01:41,3
82,1,0,01:36,3
81,1,0,01:34,3
80,0,1,01:21,3
79,1,0,01:06,3
78,1,0,00:57,3
77,0,1,00:55,3
76,1,0,00:39,3
75,1,0,00:33,3
74,0,1,00:16,3
73,1,0,00:13,3
72,0,1,00:02,3
148,0,1,09:59,4
147,1,0,09:24,4
146,0,1,09:04,4
145,1,0,08:58,4
144,1,0,08:45,4
143,0,1,08:36,4
142,1,0,08:26,4
141,1,0,08:05,4
140,0,1,07:57,4
139,1,0,07:36,4
138,0,1,07:22,4
137,1,0,06:58,4
136,0,1,06:31,4
135,1,0,06:26,4
134,0,1,06:18,4
133,1,0,06:15,4
132,0,1,05:50,4
131,1,0,05:46,4
130,0,1,05:32,4
129,1,0,05:21,4
128,1,0,04:17,4
127,0,1,03:52,4
126,1,0,03:46,4
125,0,1,03:26,4
124,1,0,03:12,4
123,1,0,02:54,4
122,1,0,02:44,4
121,1,0,02:31,4
120,1,0,02:16,4
119,0,1,01:42,4
118,1,0,01:17,4
117,0,1,00:48,4
116,1,0,00:28,4
115,1,0,00:20,4
114,1,0,00:16,4
113,0,1,00:09,4
