,off_pos,def_pos,time,period
37,1,0,09:58,1
36,0,1,09:54,1
35,1,0,09:30,1
34,0,1,09:04,1
33,1,0,08:55,1
32,0,1,08:36,1
31,1,0,08:28,1
30,0,1,07:54,1
29,1,0,07:00,1
28,0,1,06:40,1
27,1,0,06:20,1
26,0,1,06:05,1
25,1,0,05:52,1
24,0,1,05:43,1
23,1,0,05:34,1
22,0,1,05:22,1
21,1,0,05:14,1
20,0,1,04:46,1
19,1,0,04:35,1
18,0,1,04:09,1
17,1,0,03:46,1
16,0,1,03:25,1
15,1,0,03:21,1
14,1,0,03:12,1
13,0,1,03:00,1
12,1,0,02:34,1
11,0,1,02:22,1
10,1,0,02:13,1
9,1,0,02:09,1
8,0,1,01:52,1
7,1,0,01:43,1
6,0,1,01:38,1
5,1,0,01:30,1
4,0,1,01:14,1
3,1,0,01:10,1
2,0,1,00:54,1
1,1,0,00:25,1
0,0,1,00:06,1
75,1,0,09:43,2
74,1,0,09:38,2
73,0,1,09:11,2
72,1,0,09:02,2
71,0,1,08:36,2
70,1,0,08:29,2
69,0,1,08:16,2
68,1,0,07:59,2
67,0,1,07:37,2
66,1,0,07:13,2
65,0,1,07:00,2
64,1,0,06:34,2
63,1,0,06:12,2
62,1,0,06:01,2
61,1,0,05:36,2
60,1,0,05:27,2
59,0,1,05:24,2
58,1,0,05:14,2
57,0,1,05:04,2
56,1,0,04:20,2
55,1,0,04:15,2
54,1,0,04:10,2
53,0,1,03:57,2
52,1,0,03:52,2
51,0,1,03:35,2
50,1,0,03:17,2
49,1,0,02:43,2
48,0,1,02:38,2
47,1,0,02:16,2
46,0,1,02:02,2
45,1,0,01:50,2
44,0,1,01:33,2
43,1,0,01:21,2
42,1,0,01:18,2
41,0,1,01:07,2
40,1,0,01:00,2
39,0,1,00:39,2
38,1,0,00:20,2
114,0,1,09:44,3
113,1,0,09:14,3
112,0,1,09:03,3
111,1,0,08:51,3
110,0,1,08:33,3
109,1,0,08:26,3
108,0,1,08:16,3
107,1,0,07:59,3
106,0,1,07:49,3
105,1,0,07:25,3
104,0,1,07:04,3
103,1,0,06:41,3
102,1,0,06:39,3
101,0,1,06:22,3
100,1,0,06:08,3
99,1,0,06:02,3
98,0,1,06:00,3
97,1,0,05:44,3
96,0,1,05:34,3
95,1,0,05:17,3
94,0,1,04:59,3
93,1,0,04:43,3
92,0,1,04:10,3
91,1,0,03:57,3
90,0,1,03:41,3
89,1,0,03:34,3
88,1,0,03:27,3
87,1,0,03:04,3
86,1,0,02:52,3
85,0,1,02:36,3
84,1,0,02:20,3
83,1,0,02:19,3
82,0,1,02:09,3
81,1,0,01:42,3
80,1,0,01:32,3
79,0,1,01:25,3
78,1,0,00:57,3
77,0,1,00:33,3
76,1,0,00:06,3
159,1,0,09:31,4
158,0,1,09:16,4
157,1,0,08:42,4
156,1,0,08:37,4
155,1,0,08:25,4
154,0,1,08:18,4
153,1,0,08:00,4
152,0,1,07:46,4
151,1,0,07:37,4
150,1,0,07:24,4
149,1,0,07:19,4
148,1,0,07:11,4
147,0,1,06:57,4
146,1,0,06:34,4
145,0,1,06:15,4
144,1,0,06:05,4
143,1,0,06:00,4
142,1,0,05:42,4
141,1,0,05:38,4
140,0,1,05:14,4
139,1,0,05:06,4
138,1,0,04:45,4
137,0,1,04:27,4
136,1,0,03:56,4
135,1,0,03:51,4
134,1,0,03:36,4
133,0,1,03:34,4
132,1,0,03:23,4
131,0,1,03:16,4
130,1,0,02:55,4
129,0,1,02:49,4
128,1,0,02:34,4
127,0,1,02:14,4
126,1,0,01:55,4
125,1,0,01:52,4
124,1,0,01:37,4
123,0,1,01:23,4
122,1,0,01:12,4
121,1,0,00:56,4
120,1,0,00:48,4
119,0,1,00:43,4
118,1,0,00:19,4
117,1,0,00:15,4
116,1,0,00:12,4
115,0,1,00:05,4
