,off_pos,def_pos,time,period
37,0,1,09:49,1
36,1,0,09:33,1
35,1,0,09:16,1
34,1,0,08:51,1
33,0,1,08:33,1
32,1,0,08:09,1
31,0,1,07:56,1
30,1,0,07:24,1
29,0,1,07:03,1
28,1,0,06:41,1
27,1,0,06:37,1
26,0,1,06:22,1
25,1,0,06:14,1
24,0,1,05:57,1
23,1,0,05:39,1
22,1,0,05:36,1
21,1,0,05:29,1
20,0,1,05:17,1
19,1,0,04:58,1
18,0,1,04:41,1
17,1,0,04:18,1
16,1,0,03:54,1
15,0,1,03:48,1
14,1,0,03:23,1
13,0,1,03:05,1
12,1,0,02:55,1
11,0,1,02:40,1
10,0,1,02:19,1
9,1,0,02:18,1
8,0,1,02:08,1
7,1,0,01:48,1
6,1,0,01:12,1
5,0,1,00:58,1
4,1,0,00:38,1
3,0,1,00:24,1
2,1,0,00:05,1
1,1,0,00:02,1
0,1,0,00:01,1
72,0,1,09:47,2
71,1,0,09:44,2
70,0,1,09:29,2
69,1,0,09:12,2
68,0,1,08:41,2
67,1,0,08:29,2
66,0,1,08:13,2
65,1,0,07:45,2
64,0,1,07:18,2
63,1,0,06:45,2
62,1,0,06:21,2
61,0,1,06:10,2
60,1,0,05:42,2
59,1,0,05:39,2
58,0,1,05:21,2
57,1,0,04:55,2
56,0,1,04:41,2
55,1,0,04:23,2
54,1,0,04:20,2
53,1,0,04:11,2
52,0,1,04:00,2
51,1,0,03:29,2
50,0,1,03:14,2
49,1,0,02:38,2
48,0,1,02:31,2
47,1,0,02:10,2
46,0,1,01:55,2
45,1,0,01:40,2
44,1,0,01:18,2
43,1,0,01:14,2
42,1,0,00:57,2
41,0,1,00:51,2
40,1,0,00:31,2
39,0,1,00:04,2
38,1,0,00:00,2
116,0,1,09:37,3
115,1,0,09:19,3
114,0,1,09:02,3
113,1,0,08:50,3
112,0,1,08:36,3
111,1,0,08:28,3
110,0,1,08:09,3
109,1,0,08:04,3
108,0,1,07:53,3
107,1,0,07:38,3
106,0,1,07:25,3
105,1,0,07:18,3
104,1,0,07:07,3
103,0,1,06:55,3
102,1,0,06:34,3
101,0,1,06:21,3
100,1,0,05:59,3
99,1,0,05:55,3
98,0,1,05:43,3
97,1,0,05:37,3
96,1,0,05:03,3
95,0,1,04:43,3
94,1,0,04:21,3
93,1,0,04:09,3
92,0,1,03:59,3
91,1,0,03:53,3
90,0,1,03:38,3
89,1,0,03:21,3
88,0,1,03:07,3
87,1,0,02:50,3
86,1,0,02:38,3
85,0,1,02:35,3
84,1,0,02:23,3
83,1,0,01:59,3
82,0,1,01:53,3
81,1,0,01:46,3
80,0,1,01:25,3
79,1,0,01:15,3
78,0,1,01:09,3
77,1,0,00:50,3
76,0,1,00:40,3
75,1,0,00:27,3
74,0,1,00:05,3
73,1,0,00:02,3
152,1,0,09:43,4
151,0,1,09:34,4
150,1,0,09:21,4
149,1,0,09:05,4
148,0,1,09:04,4
147,1,0,08:39,4
146,0,1,08:25,4
145,1,0,08:12,4
144,1,0,07:36,4
143,0,1,07:23,4
142,1,0,07:12,4
141,0,1,07:02,4
140,0,1,06:37,4
139,1,0,06:19,4
138,0,1,06:07,4
137,1,0,05:36,4
136,1,0,05:31,4
135,0,1,05:16,4
134,1,0,04:56,4
133,0,1,04:39,4
132,1,0,04:19,4
131,0,1,03:50,4
130,1,0,03:28,4
129,0,1,03:24,4
128,1,0,03:01,4
127,1,0,02:41,4
126,1,0,02:34,4
125,1,0,02:13,4
124,0,1,02:05,4
123,1,0,01:46,4
122,1,0,01:32,4
121,1,0,01:22,4
120,1,0,01:15,4
119,0,1,01:07,4
118,1,0,00:42,4
117,0,1,00:24,4
