,off_pos,def_pos,time,period
35,1,0,09:32,1
34,0,1,09:10,1
33,1,0,08:45,1
32,1,0,08:39,1
31,0,1,08:34,1
30,1,0,08:08,1
29,0,1,07:52,1
28,1,0,07:40,1
27,0,1,07:29,1
26,1,0,07:15,1
25,0,1,06:59,1
24,1,0,06:42,1
23,0,1,06:23,1
22,1,0,06:04,1
21,0,1,05:35,1
20,1,0,05:11,1
19,1,0,04:58,1
18,0,1,04:34,1
17,1,0,04:20,1
16,0,1,03:59,1
15,1,0,03:55,1
14,0,1,03:22,1
13,1,0,03:10,1
12,0,1,03:07,1
11,1,0,02:52,1
10,0,1,02:38,1
9,1,0,02:12,1
8,0,1,01:55,1
7,1,0,01:43,1
6,0,1,01:40,1
5,1,0,01:25,1
4,0,1,01:13,1
3,1,0,01:06,1
2,0,1,00:59,1
1,1,0,00:39,1
0,0,1,00:08,1
72,1,0,09:48,2
71,1,0,09:35,2
70,0,1,09:04,2
69,0,1,08:57,2
68,1,0,08:56,2
67,1,0,08:53,2
66,0,1,08:45,2
65,1,0,08:40,2
64,0,1,08:08,2
63,1,0,07:54,2
62,1,0,07:53,2
61,0,1,07:40,2
60,1,0,07:26,2
59,0,1,07:20,2
58,1,0,07:11,2
57,0,1,06:37,2
56,1,0,06:18,2
55,1,0,06:01,2
54,1,0,05:45,2
53,1,0,05:12,2
52,1,0,05:09,2
51,0,1,04:46,2
50,1,0,04:34,2
49,1,0,03:49,2
48,1,0,03:39,2
47,0,1,03:24,2
46,1,0,03:02,2
45,0,1,02:40,2
44,1,0,02:19,2
43,0,1,01:59,2
42,1,0,01:37,2
41,1,0,01:24,2
40,1,0,01:08,2
39,0,1,00:52,2
38,1,0,00:48,2
37,0,1,00:32,2
36,1,0,00:04,2
112,0,1,09:48,3
111,1,0,09:22,3
110,1,0,08:59,3
109,0,1,08:58,3
108,1,0,08:38,3
107,0,1,08:29,3
106,1,0,08:13,3
105,0,1,07:55,3
104,1,0,07:40,3
103,0,1,07:23,3
102,1,0,07:16,3
101,1,0,07:02,3
100,1,0,06:49,3
99,0,1,06:24,3
98,1,0,05:57,3
97,0,1,05:46,3
96,1,0,05:30,3
95,1,0,05:13,3
94,0,1,05:09,3
93,1,0,04:31,3
92,1,0,04:27,3
91,0,1,04:01,3
90,1,0,03:43,3
89,1,0,03:42,3
88,1,0,03:37,3
87,1,0,03:29,3
86,1,0,03:20,3
85,0,1,03:05,3
84,1,0,02:44,3
83,0,1,02:34,3
82,1,0,02:13,3
81,0,1,02:08,3
80,1,0,01:58,3
79,0,1,01:43,3
78,1,0,01:34,3
77,1,0,01:27,3
76,0,1,01:03,3
75,1,0,00:59,3
74,1,0,00:49,3
73,1,0,00:30,3
151,0,1,09:53,4
150,1,0,09:49,4
149,1,0,09:45,4
148,0,1,09:03,4
147,1,0,08:32,4
146,0,1,08:17,4
145,1,0,08:03,4
144,0,1,07:50,4
143,1,0,07:37,4
142,1,0,07:23,4
141,1,0,07:15,4
140,0,1,06:57,4
139,1,0,06:26,4
138,0,1,06:06,4
137,1,0,05:45,4
136,0,1,05:20,4
135,1,0,04:53,4
134,0,1,04:50,4
133,1,0,04:28,4
132,1,0,04:26,4
131,1,0,04:24,4
130,0,1,04:13,4
129,1,0,04:00,4
128,0,1,03:30,4
127,1,0,03:19,4
126,0,1,03:07,4
125,1,0,02:44,4
124,1,0,02:24,4
123,1,0,01:42,4
122,1,0,01:37,4
121,0,1,01:14,4
120,1,0,00:56,4
119,0,1,00:37,4
118,1,0,00:24,4
117,1,0,00:20,4
116,1,0,00:17,4
115,1,0,00:14,4
114,1,0,00:09,4
113,1,0,00:05,4
