,off_pos,def_pos,time,period
37,1,0,09:31,1
36,0,1,09:11,1
35,1,0,08:54,1
34,0,1,08:30,1
33,1,0,08:20,1
32,0,1,08:05,1
31,1,0,07:43,1
30,0,1,07:33,1
29,1,0,07:19,1
28,1,0,06:59,1
27,0,1,06:50,1
26,1,0,06:36,1
25,0,1,06:30,1
24,1,0,06:17,1
23,0,1,06:10,1
22,1,0,06:00,1
21,1,0,05:48,1
20,0,1,05:42,1
19,1,0,05:23,1
18,0,1,05:05,1
17,1,0,04:30,1
16,0,1,04:10,1
15,1,0,03:48,1
14,1,0,03:14,1
13,1,0,03:09,1
12,0,1,03:03,1
11,0,1,02:59,1
10,1,0,02:43,1
9,1,0,02:30,1
8,1,0,02:00,1
7,0,1,01:36,1
6,1,0,01:11,1
5,0,1,01:03,1
4,1,0,00:43,1
3,0,1,00:35,1
2,1,0,00:24,1
1,0,1,00:05,1
0,1,0,00:00,1
79,0,1,09:44,2
78,1,0,09:35,2
77,0,1,09:20,2
76,1,0,09:06,2
75,0,1,08:57,2
74,1,0,08:43,2
73,1,0,08:22,2
72,0,1,08:20,2
71,1,0,08:08,2
70,1,0,07:38,2
69,0,1,07:28,2
68,1,0,07:22,2
67,0,1,07:09,2
66,1,0,07:00,2
65,1,0,06:50,2
64,0,1,06:31,2
63,1,0,06:27,2
62,0,1,06:07,2
61,1,0,05:51,2
60,0,1,05:36,2
59,1,0,05:19,2
58,1,0,05:16,2
57,0,1,05:07,2
56,1,0,04:46,2
55,0,1,04:27,2
54,1,0,04:06,2
53,1,0,03:51,2
52,1,0,03:33,2
51,0,1,03:14,2
50,1,0,02:55,2
49,1,0,02:25,2
48,0,1,02:18,2
47,1,0,02:04,2
46,0,1,02:01,2
45,1,0,01:39,2
44,1,0,01:35,2
43,1,0,01:17,2
42,1,0,01:05,2
41,0,1,00:25,2
40,1,0,00:19,2
39,1,0,00:17,2
38,1,0,00:09,2
117,0,1,09:23,3
116,1,0,09:18,3
115,0,1,09:05,3
114,1,0,08:48,3
113,1,0,08:37,3
112,1,0,08:14,3
111,1,0,07:50,3
110,1,0,07:36,3
109,0,1,07:30,3
108,1,0,07:21,3
107,0,1,07:07,3
106,1,0,07:01,3
105,1,0,06:51,3
104,0,1,06:36,3
103,0,1,06:27,3
102,1,0,06:17,3
101,0,1,06:00,3
100,1,0,05:49,3
99,0,1,05:15,3
98,1,0,05:03,3
97,0,1,04:28,3
96,1,0,04:21,3
95,0,1,04:12,3
94,1,0,03:52,3
93,0,1,03:36,3
92,1,0,03:20,3
91,1,0,03:16,3
90,0,1,03:01,3
89,1,0,02:39,3
88,0,1,02:05,3
87,1,0,01:45,3
86,0,1,01:28,3
85,1,0,01:19,3
84,1,0,01:05,3
83,1,0,00:57,3
82,0,1,00:28,3
81,1,0,00:23,3
80,1,0,00:01,3
160,0,1,09:40,4
159,1,0,09:39,4
158,0,1,09:22,4
157,0,1,09:16,4
156,1,0,09:07,4
155,0,1,08:53,4
154,1,0,08:33,4
153,0,1,08:12,4
152,1,0,08:03,4
151,1,0,07:53,4
150,1,0,07:48,4
149,0,1,07:29,4
148,1,0,07:09,4
147,0,1,06:56,4
146,1,0,06:43,4
145,0,1,06:24,4
144,1,0,05:56,4
143,0,1,05:32,4
142,1,0,05:23,4
141,0,1,04:55,4
140,1,0,04:34,4
139,1,0,04:08,4
138,0,1,03:53,4
137,1,0,03:42,4
136,0,1,03:13,4
135,1,0,03:05,4
134,0,1,02:56,4
133,1,0,02:29,4
132,0,1,02:05,4
131,1,0,01:59,4
130,0,1,01:51,4
129,1,0,01:45,4
128,1,0,01:32,4
127,1,0,01:30,4
126,0,1,01:16,4
125,1,0,01:05,4
124,1,0,00:49,4
123,1,0,00:44,4
122,0,1,00:33,4
121,1,0,00:28,4
120,0,1,00:18,4
119,1,0,00:10,4
118,0,1,00:04,4
