,off_pos,def_pos,time,period
33,0,1,09:49,1
32,1,0,09:20,1
31,0,1,08:53,1
30,1,0,08:45,1
29,0,1,08:17,1
28,1,0,08:03,1
27,0,1,07:55,1
26,1,0,07:38,1
25,0,1,07:27,1
24,1,0,07:14,1
23,1,0,07:06,1
22,0,1,06:34,1
21,1,0,06:26,1
20,1,0,05:53,1
19,1,0,05:25,1
18,0,1,04:57,1
17,1,0,04:32,1
16,1,0,04:17,1
15,0,1,03:58,1
14,1,0,03:33,1
13,1,0,03:29,1
12,1,0,03:26,1
11,0,1,03:05,1
10,1,0,02:41,1
9,1,0,02:23,1
8,1,0,02:14,1
7,1,0,02:03,1
6,0,1,01:44,1
5,1,0,01:29,1
4,0,1,01:21,1
3,1,0,00:56,1
2,1,0,00:46,1
1,0,1,00:26,1
0,1,0,00:06,1
69,1,0,09:44,2
68,0,1,09:33,2
67,1,0,09:26,2
66,0,1,09:08,2
65,1,0,08:39,2
64,1,0,08:35,2
63,1,0,08:15,2
62,0,1,08:02,2
61,1,0,07:40,2
60,1,0,07:35,2
59,0,1,07:27,2
58,1,0,07:13,2
57,0,1,07:08,2
56,1,0,06:49,2
55,1,0,06:01,2
54,0,1,05:27,2
53,1,0,04:58,2
52,0,1,04:53,2
51,1,0,04:29,2
50,0,1,04:07,2
49,1,0,04:01,2
48,0,1,03:43,2
47,1,0,03:29,2
46,0,1,03:24,2
45,1,0,03:12,2
44,1,0,02:59,2
43,0,1,02:43,2
42,1,0,02:29,2
41,0,1,02:06,2
40,1,0,01:55,2
39,0,1,01:23,2
38,1,0,01:11,2
37,0,1,00:52,2
36,1,0,00:43,2
35,0,1,00:31,2
34,1,0,00:02,2
106,0,1,09:48,3
105,1,0,09:27,3
104,1,0,09:08,3
103,1,0,08:42,3
102,0,1,08:25,3
101,1,0,08:17,3
100,1,0,08:15,3
99,1,0,07:46,3
98,1,0,07:34,3
97,0,1,07:17,3
96,1,0,07:05,3
95,0,1,06:50,3
94,1,0,06:45,3
93,0,1,06:25,3
92,1,0,06:11,3
91,0,1,05:51,3
90,1,0,05:31,3
89,1,0,05:18,3
88,0,1,05:14,3
87,1,0,05:00,3
86,0,1,04:27,3
85,1,0,04:21,3
84,0,1,03:45,3
83,1,0,03:34,3
82,0,1,03:19,3
81,1,0,03:08,3
80,1,0,02:50,3
79,0,1,02:47,3
78,1,0,02:33,3
77,1,0,02:11,3
76,1,0,02:03,3
75,1,0,01:57,3
74,1,0,01:34,3
73,1,0,01:18,3
72,0,1,00:57,3
71,1,0,00:42,3
70,0,1,00:03,3
144,0,1,09:44,4
143,1,0,09:17,4
142,0,1,09:03,4
141,1,0,08:46,4
140,1,0,08:36,4
139,0,1,08:21,4
138,1,0,08:10,4
137,0,1,07:50,4
136,1,0,07:30,4
135,0,1,07:06,4
134,1,0,06:59,4
133,1,0,06:38,4
132,1,0,06:25,4
131,0,1,06:12,4
130,0,1,06:05,4
129,1,0,05:53,4
128,0,1,05:41,4
127,1,0,05:22,4
126,0,1,04:54,4
125,1,0,04:43,4
124,0,1,04:23,4
123,1,0,04:06,4
122,0,1,03:37,4
121,1,0,03:31,4
120,1,0,03:03,4
119,1,0,02:43,4
118,1,0,02:11,4
117,1,0,01:40,4
116,0,1,01:25,4
115,1,0,01:08,4
114,0,1,01:04,4
113,1,0,01:00,4
112,1,0,00:54,4
111,0,1,00:23,4
110,1,0,00:15,4
109,1,0,00:14,4
108,1,0,00:13,4
107,1,0,00:07,4
