,off_pos,def_pos,time,period
39,0,1,09:40,1
38,1,0,09:26,1
37,0,1,09:09,1
36,1,0,09:03,1
35,0,1,08:52,1
34,1,0,08:25,1
33,1,0,08:13,1
32,1,0,08:01,1
31,1,0,07:36,1
30,0,1,07:12,1
29,1,0,06:55,1
28,0,1,06:41,1
27,1,0,06:26,1
26,0,1,06:13,1
25,1,0,05:54,1
24,0,1,05:43,1
23,1,0,05:14,1
22,1,0,05:06,1
21,1,0,04:58,1
20,0,1,04:49,1
19,1,0,04:46,1
18,0,1,04:10,1
17,1,0,03:53,1
16,1,0,03:43,1
15,1,0,03:18,1
14,0,1,03:15,1
13,1,0,02:54,1
12,0,1,02:32,1
11,1,0,02:23,1
10,0,1,02:05,1
9,1,0,01:47,1
8,0,1,01:20,1
7,1,0,00:55,1
6,0,1,00:49,1
5,1,0,00:36,1
4,1,0,00:32,1
3,1,0,00:29,1
2,1,0,00:13,1
1,1,0,00:09,1
0,0,1,00:02,1
76,0,1,09:44,2
75,1,0,09:18,2
74,0,1,08:53,2
73,1,0,08:31,2
72,0,1,08:09,2
71,1,0,07:55,2
70,0,1,07:49,2
69,1,0,07:19,2
68,0,1,07:13,2
67,1,0,06:50,2
66,0,1,06:34,2
65,1,0,06:20,2
64,1,0,06:07,2
63,1,0,05:49,2
62,0,1,05:39,2
61,1,0,05:27,2
60,0,1,05:08,2
59,1,0,04:57,2
58,0,1,04:48,2
57,1,0,04:38,2
56,0,1,04:14,2
55,1,0,03:52,2
54,1,0,03:44,2
53,1,0,03:30,2
52,1,0,03:12,2
51,0,1,02:48,2
50,1,0,02:25,2
49,0,1,02:09,2
48,1,0,01:56,2
47,0,1,01:35,2
46,1,0,01:24,2
45,0,1,01:15,2
44,1,0,00:54,2
43,0,1,00:36,2
42,1,0,00:25,2
41,0,1,00:16,2
40,1,0,00:01,2
110,1,0,09:34,3
109,0,1,09:15,3
108,1,0,08:50,3
107,0,1,08:16,3
106,1,0,08:03,3
105,0,1,07:37,3
104,1,0,07:21,3
103,0,1,06:59,3
102,1,0,06:39,3
101,1,0,06:21,3
100,0,1,06:06,3
99,1,0,06:03,3
98,0,1,05:52,3
97,1,0,05:43,3
96,0,1,05:38,3
95,1,0,05:11,3
94,0,1,04:57,3
93,1,0,04:46,3
92,0,1,04:35,3
91,1,0,04:22,3
90,0,1,03:51,3
89,1,0,03:27,3
88,0,1,03:06,3
87,1,0,02:49,3
86,0,1,02:39,3
85,1,0,02:31,3
84,1,0,01:56,3
83,0,1,01:37,3
82,1,0,01:15,3
81,0,1,01:05,3
80,0,1,01:00,3
79,1,0,00:40,3
78,0,1,00:12,3
77,1,0,00:00,3
146,1,0,09:38,4
145,1,0,09:13,4
144,1,0,08:49,4
143,1,0,08:24,4
142,1,0,08:07,4
141,1,0,07:46,4
140,1,0,07:33,4
139,0,1,07:15,4
138,0,1,07:04,4
137,0,1,06:47,4
136,1,0,06:19,4
135,0,1,05:58,4
134,1,0,05:44,4
133,1,0,05:27,4
132,1,0,05:14,4
131,0,1,04:56,4
130,1,0,04:33,4
129,1,0,04:09,4
128,0,1,03:52,4
127,1,0,03:29,4
126,1,0,03:16,4
125,1,0,02:44,4
124,0,1,02:24,4
123,1,0,02:02,4
122,0,1,01:46,4
121,0,1,01:45,4
120,1,0,01:22,4
119,0,1,01:07,4
118,0,1,00:52,4
117,1,0,00:50,4
116,0,1,00:43,4
115,1,0,00:36,4
114,1,0,00:22,4
113,0,1,00:14,4
112,1,0,00:13,4
111,0,1,00:07,4
