,off_pos,def_pos,time,period
36,1,0,09:32,1
35,1,0,09:01,1
34,0,1,08:50,1
33,1,0,08:38,1
32,0,1,08:14,1
31,1,0,08:09,1
30,0,1,07:56,1
29,1,0,07:44,1
28,0,1,07:29,1
27,1,0,07:21,1
26,1,0,07:02,1
25,0,1,07:01,1
24,1,0,06:44,1
23,0,1,06:31,1
22,0,1,06:28,1
21,1,0,06:05,1
20,0,1,05:49,1
19,1,0,05:38,1
18,0,1,05:10,1
17,1,0,04:44,1
16,0,1,04:22,1
15,1,0,04:08,1
14,1,0,04:01,1
13,1,0,03:56,1
12,0,1,03:39,1
11,1,0,03:30,1
10,1,0,03:11,1
9,0,1,02:49,1
8,1,0,02:42,1
7,0,1,02:14,1
6,1,0,02:09,1
5,0,1,01:34,1
4,1,0,01:23,1
3,0,1,00:52,1
2,1,0,00:44,1
1,1,0,00:23,1
0,1,0,00:07,1
73,0,1,09:42,2
72,1,0,09:19,2
71,0,1,08:57,2
70,1,0,08:55,2
69,0,1,08:40,2
68,1,0,08:24,2
67,1,0,08:17,2
66,1,0,08:06,2
65,0,1,07:36,2
64,1,0,07:17,2
63,0,1,06:59,2
62,1,0,06:46,2
61,1,0,06:27,2
60,1,0,06:22,2
59,0,1,06:04,2
58,1,0,05:52,2
57,0,1,05:34,2
56,1,0,05:19,2
55,0,1,04:55,2
54,1,0,04:51,2
53,1,0,04:24,2
52,1,0,03:55,2
51,1,0,03:51,2
50,1,0,03:36,2
49,0,1,03:28,2
48,1,0,03:06,2
47,0,1,02:51,2
46,1,0,02:38,2
45,1,0,02:09,2
44,0,1,01:53,2
43,1,0,01:37,2
42,0,1,01:17,2
41,1,0,01:11,2
40,0,1,01:08,2
39,1,0,00:40,2
38,0,1,00:21,2
37,1,0,00:00,2
109,0,1,09:33,3
108,1,0,09:16,3
107,0,1,09:07,3
106,1,0,08:59,3
105,0,1,08:32,3
104,1,0,08:19,3
103,0,1,07:52,3
102,1,0,07:43,3
101,1,0,07:39,3
100,1,0,07:16,3
99,1,0,06:54,3
98,1,0,06:34,3
97,1,0,06:30,3
96,0,1,06:07,3
95,1,0,06:03,3
94,0,1,05:18,3
93,1,0,05:13,3
92,1,0,05:11,3
91,1,0,05:06,3
90,1,0,04:52,3
89,1,0,04:22,3
88,1,0,04:15,3
87,0,1,03:52,3
86,1,0,03:31,3
85,0,1,03:18,3
84,1,0,03:08,3
83,0,1,02:38,3
82,1,0,02:29,3
81,1,0,01:37,3
80,0,1,01:35,3
79,1,0,01:25,3
78,0,1,00:55,3
77,1,0,00:47,3
76,1,0,00:36,3
75,1,0,00:19,3
74,1,0,00:01,3
146,0,1,09:39,4
145,1,0,09:33,4
144,0,1,09:08,4
143,1,0,08:58,4
142,0,1,08:55,4
141,1,0,08:53,4
140,0,1,08:33,4
139,1,0,08:16,4
138,1,0,07:56,4
137,0,1,07:30,4
136,1,0,07:22,4
135,0,1,06:51,4
134,1,0,06:17,4
133,0,1,05:17,4
132,1,0,05:08,4
131,1,0,04:52,4
130,1,0,04:45,4
129,1,0,04:20,4
128,0,1,03:55,4
127,1,0,03:35,4
126,0,1,03:06,4
125,1,0,02:55,4
124,1,0,02:50,4
123,1,0,02:28,4
122,1,0,02:22,4
121,0,1,02:05,4
120,1,0,01:45,4
119,0,1,01:32,4
118,1,0,01:29,4
117,0,1,01:19,4
116,1,0,01:04,4
115,1,0,00:58,4
114,0,1,00:39,4
113,1,0,00:20,4
112,1,0,00:16,4
111,1,0,00:15,4
110,0,1,00:02,4
